Data,,,,,Exponential Smoothning Method,,,,,,,,,,,,,,,,,,,,,Adjusted Exponential Smoothing F(t) ? = 0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Period,AMZN,NFLX,,F(t) ? = 0.20,AMZN,NFLX,MAPE AMZN,MAPE NFLX,F(t) ? = 0.40,AMZN,NFLX,MAPE AMZN,MAPE NFLX,F(t) ? = 0.60,AMZN,NFLX,MAPE AMZN,MAPE NFLX,F(t) ? = 0.80,AMZN,NFLX,MAPE AMZN,MAPE NFLX,,T(t) ? = 0.20,AMZN,NFLX,Af(t) AMZN,Af(t) NFLX,MAPE AMZN,MAPE NFLX,T(t) ? = 0.40,AMZN,NFLX,Af(t) AMZN,Af(t) NFLX,MAPE AMZN,MAPE NFLX,T(t) ? = 0.60,AMZN,NFLX,Af(t) AMZN,Af(t) NFLX,MAPE AMZN,MAPE NFLX,T(t) ? = 0.80,AMZN,NFLX,Af(t) AMZN,Af(t) NFLX,MAPE AMZN,MAPE NFLX
11/30/2020,231,158.40,490.70,,,157.24,485.38,0.0073,0.0109,,158.13,486.53,0.0017,0.0085,,158.97,488.32,0.0036,0.0048,,159.52,489.97,0.0071,0.0015,,,0.5201,0.8844,159.4929,489.2082,0.0069,0.0030,,1.0171,2.1496,159.9899,490.4734,0.0064,0.0044,,-1.2736,-1.2736,157.6991,487.0502,0.0080,0.0026,,-1.3200,-3.9518,157.6527,484.3720,0.0083,0.0081
12/1/2020,232,161.00,504.58,,,157.47,486.44,0.0219,0.0359,,158.24,488.20,0.0172,0.0325,,158.63,489.75,0.0147,0.0294,,158.63,490.55,0.0148,0.0278,,,0.3476,0.9926,158.9779,490.7422,0.0126,0.0274,,0.4733,1.8601,159.1036,491.6096,0.0030,0.0038,,-0.3040,-0.3040,158.3263,489.4456,0.0019,0.0006,,0.0100,-1.9309,158.6402,487.8186,0.0001,0.0039
12/2/2020,233,160.18,503.38,,,158.18,490.07,0.0125,0.0264,,159.34,494.75,0.0052,0.0171,,160.05,498.65,0.0008,0.0094,,160.53,501.77,0.0022,0.0032,,,0.5629,2.5738,160.6175,501.2216,0.0028,0.0043,,0.8537,4.6753,160.9082,503.3231,0.0053,0.0094,,-0.9761,-0.9761,159.0784,497.6717,0.0061,0.0020,,-1.1374,-7.5048,158.9171,491.1430,0.0071,0.0151
12/3/2020,234,159.34,497.52,,,158.58,492.73,0.0048,0.0096,,159.68,498.20,0.0021,0.0014,,160.13,501.49,0.0050,0.0080,,160.25,503.06,0.0057,0.0111,,,0.4650,2.6269,160.5927,504.1140,0.0079,0.0133,,0.5415,3.9409,160.6692,505.4281,0.0034,0.0079,,-0.4344,-0.4344,159.6933,501.0528,0.0027,0.0009,,-0.2860,-3.7724,159.8417,497.7147,0.0018,0.0075
12/4/2020,235,158.13,498.31,,,158.73,493.69,0.0038,0.0093,,159.54,497.93,0.0089,0.0008,,159.65,499.11,0.0096,0.0016,,159.52,498.63,0.0088,0.0006,,,0.2770,1.6254,159.9300,500.7323,0.0114,0.0049,,0.1350,1.4124,159.7880,500.5193,0.0008,0.0028,,0.1111,0.1111,159.7641,499.2179,0.0007,0.0002,,0.3226,1.1497,159.9756,500.2566,0.0020,0.0023
12/7/2020,236,157.90,515.78,,,158.61,494.61,0.0045,0.0410,,158.98,498.08,0.0068,0.0343,,158.74,498.63,0.0053,0.0333,,158.41,498.37,0.0032,0.0337,,,0.0388,1.2047,158.7773,499.8335,0.0056,0.0309,,-0.2848,0.6562,158.4538,499.2850,0.0018,0.0013,,0.5931,0.5931,159.3317,499.2218,0.0037,0.0012,,0.7960,0.6124,159.5346,499.2412,0.0050,0.0012
12/8/2020,237,158.86,512.66,,,158.47,498.85,0.0025,0.0269,,158.55,505.16,0.0020,0.0146,,158.24,508.92,0.0040,0.0073,,158.00,512.30,0.0054,0.0007,,,-0.0696,3.0219,158.1658,511.9415,0.0044,0.0014,,-0.3721,4.5100,157.8633,513.4296,0.0024,0.0089,,0.5391,0.5391,158.7746,509.4586,0.0034,0.0011,,0.5617,-8.1101,158.7972,500.8094,0.0035,0.0159
12/9/2020,238,155.21,493.60,,,158.55,501.61,0.0215,0.0162,,158.67,508.16,0.0223,0.0295,,158.61,511.16,0.0219,0.0356,,158.69,512.59,0.0224,0.0385,,,0.0198,2.8664,158.6327,514.0302,0.0221,0.0414,,-0.0723,3.6037,158.5406,514.7675,0.0005,0.0071,,-0.0108,-0.0108,158.6021,511.1530,0.0001,0.0000,,-0.1896,-3.4174,158.4233,507.7463,0.0012,0.0067
12/10/2020,239,155.07,501.09,,,157.88,500.01,0.0181,0.0022,,157.29,502.34,0.0143,0.0025,,156.57,500.63,0.0097,0.0009,,155.91,497.40,0.0054,0.0074,,,-0.3925,0.1855,156.1786,500.8110,0.0071,0.0006,,-0.8601,-2.0531,155.7111,498.5725,0.0055,0.0041,,1.2207,1.2207,157.7919,501.8462,0.0078,0.0024,,1.5955,7.7471,158.1666,508.3726,0.0102,0.0155
12/11/2020,240,155.82,503.22,,,157.32,500.22,0.0096,0.0060,,156.40,501.84,0.0037,0.0027,,155.67,500.90,0.0009,0.0046,,155.24,500.35,0.0037,0.0057,,,-0.4936,0.2041,155.1795,501.1083,0.0041,0.0042,,-0.8752,-1.1204,154.7979,499.7838,0.0056,0.0022,,1.0271,1.0271,156.7002,501.9313,0.0066,0.0021,,1.0375,1.3265,156.7106,502.2307,0.0067,0.0026
12/14/2020,241,157.85,522.42,,,157.02,500.82,0.0053,0.0413,,156.17,502.39,0.0106,0.0383,,155.76,502.29,0.0132,0.0385,,155.70,502.65,0.0136,0.0379,,,-0.3771,0.4412,155.3847,502.7349,0.0156,0.0377,,-0.4897,-0.1164,155.2722,502.1773,0.0031,0.0002,,0.3576,0.3576,156.1195,502.6513,0.0023,0.0007,,0.1365,-0.8463,155.8984,501.4474,0.0009,0.0017
12/15/2020,242,158.26,519.78,,,157.18,505.14,0.0068,0.0282,,156.84,510.40,0.0089,0.0180,,157.01,514.37,0.0078,0.0104,,157.42,518.47,0.0053,0.0025,,,-0.0513,2.7681,156.9625,517.1376,0.0082,0.0051,,0.2070,4.7605,157.2208,519.1299,0.0013,0.0093,,-0.6081,-0.6081,156.4057,513.7613,0.0039,0.0012,,-0.9743,-9.8299,156.0396,504.5396,0.0062,0.0191
12/16/2020,243,162.05,524.83,,,157.40,508.07,0.0287,0.0319,,157.41,514.15,0.0286,0.0203,,157.76,517.62,0.0265,0.0137,,158.09,519.52,0.0244,0.0101,,,0.1080,2.8638,157.8671,520.4796,0.0258,0.0083,,0.4223,4.1548,158.1814,521.7706,0.0027,0.0080,,-0.6904,-0.6904,157.0687,516.9254,0.0044,0.0013,,-0.7911,-4.5630,156.9680,513.0528,0.0050,0.0088
12/17/2020,244,161.80,532.90,,,158.33,511.42,0.0215,0.0403,,159.26,518.42,0.0157,0.0272,,160.33,521.94,0.0091,0.0206,,161.26,523.77,0.0034,0.0171,,,0.6011,3.1567,160.9335,525.1010,0.0054,0.0146,,1.2827,4.2243,161.6152,526.1686,0.0080,0.0081,,-1.8202,-1.8202,158.5123,520.1242,0.0114,0.0035,,-2.2169,-4.3754,158.1156,517.5689,0.0138,0.0084
12/18/2020,245,160.08,534.45,,,159.02,515.72,0.0066,0.0350,,160.28,524.21,0.0012,0.0192,,161.22,528.52,0.0071,0.0111,,161.69,531.07,0.0101,0.0063,,,0.6574,3.8400,161.8728,532.3578,0.0112,0.0039,,1.1228,5.1639,162.3382,533.6817,0.0070,0.0098,,-1.2578,-1.2578,159.9576,527.2599,0.0078,0.0024,,-1.1497,-6.1338,160.0657,522.3839,0.0071,0.0116
12/21/2020,246,160.31,528.91,,,159.24,519.46,0.0067,0.0179,,160.20,528.31,0.0007,0.0011,,160.54,532.08,0.0014,0.0060,,160.40,533.77,0.0006,0.0092,,,0.3900,3.7839,160.9257,535.8610,0.0038,0.0131,,0.4018,4.5221,160.9374,536.5992,0.0025,0.0085,,-0.0953,-0.0953,160.4404,531.9818,0.0006,0.0002,,0.3138,-4.0743,160.8495,528.0029,0.0020,0.0077
12/22/2020,247,160.33,527.33,,,159.45,521.35,0.0055,0.0113,,160.24,528.55,0.0005,0.0023,,160.40,530.18,0.0005,0.0054,,160.33,529.88,0.0000,0.0048,,,0.2848,2.6471,160.6845,532.8239,0.0022,0.0104,,0.1867,1.9532,160.5863,532.1300,0.0012,0.0037,,0.0435,0.0435,160.4431,530.2203,0.0003,0.0001,,0.1716,0.7054,160.5712,530.8822,0.0011,0.0013
12/23/2020,248,159.26,514.48,,,159.63,522.55,0.0023,0.0157,,160.28,528.06,0.0064,0.0264,,160.36,528.47,0.0069,0.0272,,160.33,527.84,0.0067,0.0260,,,0.2190,1.7760,160.5745,530.2448,0.0082,0.0306,,0.0943,0.4887,160.4498,528.9574,0.0006,0.0009,,0.0439,0.0439,160.3994,528.5126,0.0003,0.0001,,0.0697,1.5075,160.4251,529.9763,0.0004,0.0029
12/24/2020,249,158.63,513.97,,,159.55,520.93,0.0058,0.0136,,159.87,522.63,0.0078,0.0168,,159.70,520.08,0.0067,0.0119,,159.48,517.15,0.0053,0.0062,,,0.0442,-0.2578,159.7445,519.8177,0.0070,0.0114,,-0.2055,-3.0641,159.4948,517.0114,0.0013,0.0059,,0.4107,0.4107,160.1110,520.4862,0.0026,0.0008,,0.5381,7.0161,160.2384,527.0916,0.0034,0.0135
12/28/2020,250,164.20,519.12,,,159.37,519.54,0.0294,0.0008,,159.38,519.17,0.0294,0.0001,,159.06,516.41,0.0313,0.0052,,158.80,514.61,0.0329,0.0087,,,-0.0926,-0.9389,158.9683,515.4733,0.0319,0.0070,,-0.3791,-3.3038,158.6817,513.1084,0.0024,0.0064,,0.5480,0.5480,159.6088,516.9601,0.0034,0.0011,,0.6192,4.3339,159.6800,520.7460,0.0039,0.0084
12/29/2020,251,166.10,530.87,,,160.34,519.46,0.0347,0.0215,,161.31,519.15,0.0289,0.0221,,162.14,518.04,0.0238,0.0242,,163.12,518.22,0.0179,0.0238,,,0.5424,-0.4262,162.6855,517.6107,0.0206,0.0250,,1.0055,-1.3324,163.1486,516.7045,0.0062,0.0026,,-1.6302,-1.6302,160.5129,516.4067,0.0101,0.0031,,-2.3420,-0.4330,159.8011,517.6039,0.0144,0.0008
12/30/2020,252,164.29,524.59,,,161.49,521.74,0.0171,0.0054,,163.22,523.84,0.0065,0.0014,,164.52,525.74,0.0014,0.0022,,165.50,528.34,0.0074,0.0071,,,0.9088,1.1990,165.4260,526.9358,0.0069,0.0045,,1.5529,2.2805,166.0702,528.0173,0.0094,0.0043,,-2.0766,-2.0766,162.4407,523.6602,0.0126,0.0039,,-2.3677,-6.2465,162.1496,519.4902,0.0144,0.0119
12/31/2020,253,,,,,162.05,522.31,2.80%,3.00%,,163.65,524.14,2.12%,2.32%,,164.38,525.05,1.90%,2.08%,,164.53,525.34,1.80%,2.03%,,,0.7000,0.8216,165.0824,525.8703,1.84%,2.09%,,0.8778,1.0931,165.2602,526.1418,0.70%,0.77%,,-0.7497,-0.7497,163.6327,524.2990,0.85%,0.25%,,-0.3657,-0.6989,164.0167,524.3498,0.99%,1.08%
1/4/2021,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2021,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2021,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2021,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2021,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2021,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2021,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2021,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2021,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
