Data,,,,,Exponential Smoothning Method,,,,,,,,,,,,,,,,,,,,,Adjusted Exponential Smoothing F(t) ? = 0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Period,AMZN,NFLX,,F(t) ? = 0.20,AMZN,NFLX,MAPE AMZN,MAPE NFLX,F(t) ? = 0.40,AMZN,NFLX,MAPE AMZN,MAPE NFLX,F(t) ? = 0.60,AMZN,NFLX,MAPE AMZN,MAPE NFLX,F(t) ? = 0.80,AMZN,NFLX,MAPE AMZN,MAPE NFLX,,T(t) ? = 0.20,AMZN,NFLX,Af(t) AMZN,Af(t) NFLX,MAPE AMZN,MAPE NFLX,T(t) ? = 0.40,AMZN,NFLX,Af(t) AMZN,Af(t) NFLX,MAPE AMZN,MAPE NFLX,T(t) ? = 0.60,AMZN,NFLX,Af(t) AMZN,Af(t) NFLX,MAPE AMZN,MAPE NFLX,T(t) ? = 0.80,AMZN,NFLX,Af(t) AMZN,Af(t) NFLX,MAPE AMZN,MAPE NFLX
9/3/2020,171,168.40,525.75,,,170.83,528.30,0.0144,0.0049,,174.05,543.42,0.0335,0.0336,,175.38,549.69,0.0414,0.0455,,176.13,552.46,0.0459,0.0508,,,1.3640,6.4161,176.7429,556.1038,0.0495,0.0577,,1.5971,7.5227,176.9760,557.2104,0.0091,0.0137,,-1.7436,-1.7436,173.6353,547.9440,0.0099,0.0032,,-1.8108,-6.6632,173.5681,543.0245,0.0103,0.0121
9/4/2020,172,164.73,516.05,,,170.35,527.79,0.0341,0.0228,,171.79,536.35,0.0428,0.0393,,171.19,535.33,0.0392,0.0374,,169.95,531.09,0.0317,0.0291,,,0.2537,2.2603,171.4453,537.5854,0.0408,0.0417,,-0.7167,-1.2314,170.4749,534.0936,0.0042,0.0023,,1.8150,1.8150,173.0065,537.1400,0.0106,0.0034,,2.9877,10.1575,174.1793,545.4825,0.0175,0.0190
9/8/2020,173,157.49,507.02,,,169.22,525.44,0.0745,0.0363,,168.97,528.23,0.0729,0.0418,,167.32,523.76,0.0624,0.0330,,165.77,519.06,0.0526,0.0237,,,-0.5723,-0.5047,166.7429,523.2553,0.0587,0.0320,,-1.9805,-5.3649,165.3347,518.3951,0.0118,0.0102,,3.0518,3.0518,170.3670,526.8118,0.0182,0.0058,,3.6986,11.2835,171.0138,535.0436,0.0221,0.0215
9/9/2020,174,163.43,500.19,,,166.88,521.76,0.0211,0.0431,,164.38,519.75,0.0058,0.0391,,161.42,513.72,0.0123,0.0270,,159.15,509.43,0.0262,0.0185,,,-1.6366,-2.4126,159.7847,511.3034,0.0223,0.0222,,-3.5459,-7.2365,157.8754,506.4795,0.0220,0.0141,,4.7571,4.7571,166.1784,518.4731,0.0295,0.0093,,5.4549,10.2919,166.8762,524.0079,0.0338,0.0200
9/10/2020,175,158.76,480.67,,,166.19,517.44,0.0468,0.0765,,164.00,511.92,0.0330,0.0650,,162.63,505.60,0.0244,0.0519,,162.57,502.04,0.0241,0.0445,,,-1.0682,-3.5532,161.5586,502.0472,0.0177,0.0445,,-1.6453,-7.5882,160.9815,498.0122,0.0101,0.0150,,1.1795,1.1795,163.8063,506.7799,0.0073,0.0023,,0.1266,8.5509,162.7534,514.1513,0.0008,0.0169
9/11/2020,176,155.81,482.03,,,164.70,510.09,0.0571,0.0582,,161.90,499.42,0.0391,0.0361,,160.30,490.64,0.0288,0.0179,,159.52,484.94,0.0238,0.0060,,,-1.3191,-5.8342,158.9849,484.8080,0.0204,0.0058,,-1.9163,-10.5362,158.3877,480.1060,0.0120,0.0215,,1.8655,1.8655,162.1695,492.5077,0.0116,0.0038,,1.8835,13.6768,162.1876,504.3189,0.0117,0.0279
9/14/2020,177,155.15,476.26,,,162.92,504.48,0.0501,0.0592,,159.46,492.47,0.0278,0.0340,,157.61,485.47,0.0159,0.0193,,156.55,482.61,0.0091,0.0133,,,-1.5945,-5.7008,156.0138,479.7740,0.0056,0.0074,,-2.2281,-8.3886,155.3801,477.0862,0.0141,0.0173,,2.3637,2.3637,159.9719,487.8385,0.0150,0.0049,,2.5334,6.8692,160.1416,492.3441,0.0161,0.0141
9/15/2020,178,157.81,495.99,,,161.37,498.83,0.0226,0.0057,,157.74,485.98,0.0004,0.0202,,156.13,479.95,0.0106,0.0323,,155.43,477.53,0.0151,0.0372,,,-1.5707,-5.6664,154.5616,474.2795,0.0206,0.0438,,-1.9272,-7.2447,154.2052,472.7012,0.0123,0.0151,,1.8310,1.8310,157.9634,481.7769,0.0117,0.0038,,1.6873,5.7970,157.8197,485.7429,0.0108,0.0121
9/16/2020,179,153.90,483.86,,,160.66,498.27,0.0439,0.0298,,157.77,489.99,0.0251,0.0127,,157.14,489.57,0.0210,0.0118,,157.33,492.30,0.0223,0.0174,,,-1.0557,-2.6079,156.0812,486.9645,0.0141,0.0064,,-0.7545,-0.4963,156.3823,489.0761,0.0048,0.0010,,0.1297,0.1297,157.2666,489.7021,0.0008,0.0003,,-0.4661,-6.5417,156.6707,483.0306,0.0030,0.0134
9/17/2020,180,150.44,470.20,,,159.31,495.38,0.0590,0.0536,,156.22,487.54,0.0385,0.0369,,155.20,486.14,0.0316,0.0339,,154.59,485.55,0.0276,0.0326,,,-1.2324,-2.7718,153.9654,483.3732,0.0235,0.0280,,-1.2284,-1.6687,153.9694,484.4762,0.0079,0.0034,,1.2154,1.2154,156.4131,487.3603,0.0078,0.0025,,1.4581,1.4336,156.6558,487.5785,0.0094,0.0029
9/18/2020,181,147.75,469.96,,,157.53,490.35,0.0662,0.0434,,153.91,480.60,0.0417,0.0226,,152.34,476.58,0.0311,0.0141,,151.27,473.27,0.0238,0.0070,,,-1.5573,-4.1308,150.7837,472.4472,0.0206,0.0053,,-1.8797,-4.8280,150.4613,471.7500,0.0123,0.0101,,2.2002,2.2002,154.5412,478.7782,0.0144,0.0046,,2.5770,7.9403,154.9180,484.5183,0.0169,0.0167
9/21/2020,182,148.02,487.35,,,155.57,486.27,0.0510,0.0022,,151.44,476.34,0.0231,0.0226,,149.58,472.61,0.0105,0.0303,,148.45,470.62,0.0029,0.0343,,,-1.7973,-4.0988,147.7864,468.5084,0.0016,0.0387,,-2.2307,-4.4851,147.3529,468.1221,0.0149,0.0095,,2.5345,2.5345,152.1181,475.1416,0.0169,0.0054,,2.7212,4.7647,152.3049,477.3719,0.0182,0.0101
9/22/2020,183,156.45,491.17,,,154.06,486.49,0.0152,0.0095,,150.07,480.75,0.0407,0.0212,,148.65,481.45,0.0499,0.0198,,148.11,484.00,0.0533,0.0146,,,-1.6250,-1.5099,147.0225,479.9430,0.0603,0.0229,,-1.7129,0.8472,146.9347,482.3001,0.0115,0.0018,,1.5755,1.5755,150.2230,483.0283,0.0106,0.0033,,1.2931,-6.1236,149.9407,475.3293,0.0087,0.0127
9/23/2020,184,149.99,470.61,,,154.54,487.42,0.0303,0.0357,,152.62,484.92,0.0175,0.0304,,153.33,487.28,0.0222,0.0354,,154.78,489.74,0.0319,0.0406,,,-0.3638,-0.0419,152.9649,487.2413,0.0198,0.0353,,0.8447,2.8404,154.1734,490.1236,0.0055,0.0058,,-2.1785,-2.1785,151.1502,485.1047,0.0142,0.0045,,-3.4863,-5.8889,149.8424,481.3942,0.0227,0.0121
9/24/2020,185,150.99,473.08,,,153.63,484.06,0.0175,0.0232,,151.57,479.19,0.0039,0.0129,,151.33,477.28,0.0022,0.0089,,150.95,474.44,0.0003,0.0029,,,-0.6913,-2.0343,150.6360,475.2450,0.0023,0.0046,,-0.2937,-2.2973,151.0335,474.9820,0.0019,0.0048,,0.3295,0.3295,151.6567,477.6087,0.0022,0.0007,,0.9039,6.8253,152.2312,484.1046,0.0060,0.0143
9/25/2020,186,154.76,482.88,,,153.10,481.86,0.0107,0.0021,,151.34,476.75,0.0221,0.0127,,151.12,474.76,0.0235,0.0168,,150.98,473.35,0.0244,0.0197,,,-0.5936,-2.1313,150.5310,472.6284,0.0273,0.0212,,-0.2573,-2.3862,150.8673,472.3735,0.0017,0.0050,,0.2534,0.2534,151.3780,475.0131,0.0017,0.0005,,0.3429,3.3807,151.4675,478.1404,0.0023,0.0071
9/28/2020,187,158.70,490.65,,,153.43,482.07,0.0332,0.0175,,152.71,479.20,0.0378,0.0233,,153.30,479.63,0.0340,0.0225,,154.00,480.97,0.0296,0.0197,,,-0.0390,-0.7306,153.2647,478.9012,0.0343,0.0239,,0.7173,0.5172,154.0210,480.1490,0.0047,0.0011,,-1.2061,-1.2061,152.0976,478.4258,0.0079,0.0025,,-1.6747,-3.2216,151.6290,476.4103,0.0109,0.0067
9/29/2020,188,157.24,493.48,,,154.49,483.78,0.0175,0.0196,,155.10,483.78,0.0136,0.0197,,156.54,486.24,0.0045,0.0147,,157.76,488.71,0.0033,0.0097,,,0.6166,0.7377,157.1596,486.9804,0.0005,0.0132,,1.7261,2.9546,158.2691,489.1974,0.0110,0.0061,,-2.4260,-2.4260,154.1170,483.8167,0.0155,0.0050,,-2.9263,-5.9330,153.6167,480.3097,0.0187,0.0122
9/30/2020,189,157.44,500.03,,,155.04,485.72,0.0152,0.0286,,155.96,487.66,0.0094,0.0247,,156.96,490.59,0.0030,0.0189,,157.35,492.53,0.0006,0.0150,,,0.5774,1.4586,157.5410,492.0437,0.0007,0.0160,,1.2039,3.5097,158.1675,494.0948,0.0077,0.0072,,-1.2228,-1.2228,155.7408,489.3623,0.0078,0.0025,,-0.9218,-4.6605,156.0418,485.9246,0.0059,0.0095
10/1/2020,190,161.06,527.51,,,155.52,488.58,0.0344,0.0738,,156.55,492.61,0.0280,0.0662,,157.25,496.25,0.0237,0.0593,,157.42,498.53,0.0226,0.0549,,,0.5187,2.3003,157.7660,498.5523,0.0205,0.0549,,0.8358,4.3726,158.0832,500.6247,0.0053,0.0088,,-0.6593,-0.6593,156.5880,495.5927,0.0042,0.0013,,-0.4113,-5.4656,156.8360,490.7864,0.0026,0.0110
10/2/2020,191,156.25,503.06,,,156.63,496.37,0.0024,0.0133,,158.36,506.57,0.0135,0.0070,,159.54,515.01,0.0210,0.0237,,160.33,521.71,0.0261,0.0371,,,0.8728,5.5912,160.4096,520.5980,0.0266,0.0349,,1.4173,10.1255,160.9540,525.1323,0.0089,0.0197,,-1.6374,-1.6374,157.8994,513.3694,0.0103,0.0032,,-1.9138,-16.0970,157.6229,498.9099,0.0120,0.0313
10/5/2020,192,159.96,520.65,,,156.55,497.71,0.0213,0.0441,,157.51,505.17,0.0153,0.0297,,157.56,507.84,0.0150,0.0246,,157.07,506.79,0.0181,0.0266,,,0.3038,3.0393,157.8685,510.8780,0.0131,0.0188,,0.0615,3.2080,157.6262,511.0468,0.0004,0.0063,,0.5283,0.5283,158.0930,508.3670,0.0034,0.0010,,1.1949,2.5151,158.7596,510.3538,0.0076,0.0050
10/6/2020,193,155.00,505.87,,,157.23,502.30,0.0144,0.0071,,158.49,511.36,0.0225,0.0109,,159.00,515.53,0.0258,0.0191,,159.38,517.88,0.0283,0.0237,,,0.5305,3.9688,159.5324,519.4943,0.0293,0.0269,,0.6118,4.9995,159.6137,520.5250,0.0038,0.0097,,-0.6510,-0.6510,158.3509,514.8745,0.0041,0.0013,,-0.9108,-5.6464,158.0911,509.8791,0.0057,0.0110
10/7/2020,194,159.78,534.66,,,156.79,503.01,0.0188,0.0592,,157.09,509.16,0.0168,0.0477,,156.60,509.73,0.0199,0.0466,,155.87,508.27,0.0245,0.0494,,,-0.0561,2.0164,156.5435,511.7486,0.0203,0.0429,,-0.5939,0.6824,156.0057,510.4146,0.0038,0.0013,,1.1810,1.1810,157.7805,510.9132,0.0075,0.0023,,1.7397,3.5054,158.3393,513.2376,0.0111,0.0069
10/8/2020,195,159.53,531.79,,,157.39,509.34,0.0134,0.0422,,158.17,519.36,0.0085,0.0234,,158.51,524.69,0.0064,0.0134,,159.00,529.38,0.0033,0.0045,,,0.3374,4.6044,158.8479,529.2933,0.0043,0.0047,,0.4081,6.3921,158.9186,531.0810,0.0026,0.0122,,-0.6742,-0.6742,157.8363,524.0147,0.0043,0.0013,,-1.1808,-11.2643,157.3297,513.4246,0.0074,0.0215
10/9/2020,196,164.33,539.44,,,157.81,513.83,0.0397,0.0475,,158.71,524.33,0.0342,0.0280,,159.12,528.95,0.0317,0.0194,,159.42,531.31,0.0299,0.0151,,,0.3919,4.5357,159.5126,533.4852,0.0293,0.0110,,0.4889,5.5395,159.6096,534.4891,0.0031,0.0105,,-0.6358,-0.6358,158.4849,528.3137,0.0040,0.0012,,-0.7243,-5.6614,158.3964,523.2881,0.0046,0.0107
10/12/2020,197,172.15,539.81,,,159.12,518.95,0.0757,0.0386,,160.96,530.38,0.0650,0.0175,,162.25,535.24,0.0575,0.0085,,163.35,537.81,0.0511,0.0037,,,0.9389,4.8874,163.1867,540.1312,0.0520,0.0006,,1.5442,5.8414,163.7920,541.0852,0.0095,0.0109,,-2.1306,-2.1306,160.1172,533.1133,0.0131,0.0040,,-2.6465,-6.1677,159.6013,529.0761,0.0163,0.0115
10/13/2020,198,172.18,554.09,,,161.72,523.12,0.0607,0.0559,,165.44,534.15,0.0392,0.0360,,168.19,537.98,0.0232,0.0291,,170.39,539.41,0.0104,0.0265,,,1.9390,4.4579,170.1260,542.4414,0.0119,0.0210,,3.3022,4.6007,171.4892,542.5843,0.0196,0.0086,,-4.4158,-4.4158,163.7713,533.5678,0.0263,0.0082,,-5.2807,-3.4253,162.9063,534.5582,0.0314,0.0064
10/14/2020,199,168.19,541.45,,,163.82,529.32,0.0260,0.0224,,168.13,542.13,0.0003,0.0012,,170.58,547.65,0.0143,0.0114,,171.82,551.15,0.0216,0.0179,,,2.0305,5.4991,172.6143,553.1465,0.0263,0.0216,,2.9400,6.6260,173.5237,554.2734,0.0172,0.0121,,-3.2043,-3.2043,167.3794,544.4431,0.0188,0.0059,,-2.9735,-8.4162,167.6102,539.2312,0.0174,0.0154
10/15/2020,200,166.93,541.94,,,164.69,531.74,0.0134,0.0188,,168.15,541.86,0.0073,0.0002,,169.14,543.93,0.0133,0.0037,,168.91,543.39,0.0119,0.0027,,,1.3366,3.6556,170.4814,547.5845,0.0213,0.0104,,1.1884,2.4882,170.3332,546.4172,0.0070,0.0046,,-0.4184,-0.4184,168.7264,543.5106,0.0025,0.0008,,0.5564,1.2915,169.7012,545.2205,0.0033,0.0024
10/16/2020,201,163.64,530.79,,,165.14,533.78,0.0092,0.0056,,167.67,541.89,0.0246,0.0209,,167.82,542.74,0.0256,0.0225,,167.33,542.23,0.0226,0.0216,,,0.8038,2.6858,168.6213,545.4214,0.0305,0.0276,,0.1821,1.0156,167.9995,543.7512,0.0011,0.0019,,0.6291,0.6291,168.4465,543.3647,0.0037,0.0012,,1.1732,1.2130,168.9906,543.9486,0.0070,0.0022
10/19/2020,202,160.36,530.72,,,164.84,533.18,0.0279,0.0046,,166.05,537.45,0.0355,0.0127,,165.31,535.57,0.0309,0.0091,,164.37,533.08,0.0250,0.0044,,,0.1412,0.7151,165.4495,536.2834,0.0317,0.0105,,-0.8944,-2.2576,164.4139,533.3106,0.0054,0.0042,,1.7571,1.7571,167.0654,537.3253,0.0106,0.0033,,2.2420,5.9765,167.5502,541.5447,0.0136,0.0112
10/20/2020,203,160.85,525.42,,,163.94,532.69,0.0192,0.0138,,163.78,534.76,0.0182,0.0178,,162.34,532.66,0.0093,0.0138,,161.16,531.19,0.0019,0.0110,,,-0.4807,-0.0097,161.8589,532.6496,0.0063,0.0138,,-1.7241,-2.5181,160.6155,530.1411,0.0106,0.0047,,2.4840,2.4840,164.8236,535.1433,0.0153,0.0047,,2.8233,3.5225,165.1629,536.1817,0.0174,0.0066
10/21/2020,204,159.25,489.05,,,163.32,531.24,0.0256,0.0863,,162.61,531.02,0.0211,0.0858,,161.45,528.32,0.0138,0.0803,,160.91,526.57,0.0105,0.0767,,,-0.5633,-0.8765,160.8829,527.4392,0.0103,0.0785,,-1.3918,-3.2483,160.0543,525.0674,0.0086,0.0061,,1.5297,1.5297,162.9758,529.8454,0.0095,0.0029,,1.2794,4.1794,162.7256,532.4950,0.0079,0.0079
10/22/2020,205,158.82,485.23,,,162.51,522.80,0.0232,0.0774,,161.26,514.23,0.0154,0.0598,,160.13,504.76,0.0082,0.0402,,159.58,496.55,0.0048,0.0233,,,-0.7145,-5.4130,159.4121,499.3432,0.0037,0.0291,,-1.3629,-11.3728,158.7637,493.3835,0.0085,0.0225,,1.4036,1.4036,161.5302,506.1598,0.0088,0.0028,,1.3115,19.6834,161.4381,524.4397,0.0082,0.0390
10/23/2020,206,160.22,488.28,,,161.77,515.29,0.0097,0.0553,,160.29,502.63,0.0004,0.0294,,159.34,493.04,0.0055,0.0097,,158.97,487.49,0.0078,0.0016,,,-0.7284,-6.6736,158.6143,486.3669,0.0100,0.0039,,-1.1313,-11.5100,158.2113,481.5306,0.0071,0.0233,,1.0318,1.0318,160.3745,494.0723,0.0065,0.0021,,0.8895,13.3093,160.2322,506.3498,0.0056,0.0270
10/26/2020,207,160.35,488.24,,,161.46,509.88,0.0069,0.0443,,160.26,496.89,0.0006,0.0177,,159.87,490.18,0.0030,0.0040,,159.97,488.12,0.0024,0.0002,,,-0.4775,-5.9101,159.3916,484.2741,0.0060,0.0081,,-0.4682,-8.0485,159.4008,482.1357,0.0029,0.0164,,0.0969,0.0969,159.9660,490.2811,0.0006,0.0002,,-0.2432,4.9469,159.6258,495.1311,0.0015,0.0101
10/27/2020,208,164.32,488.93,,,161.24,505.56,0.0187,0.0340,,160.30,493.43,0.0245,0.0092,,160.16,489.02,0.0253,0.0002,,160.28,488.22,0.0246,0.0015,,,-0.3240,-4.9614,159.8348,484.0563,0.0273,0.0100,,-0.1650,-5.2957,159.9938,483.7220,0.0010,0.0108,,-0.1351,-0.1351,160.0237,488.8826,0.0008,0.0003,,-0.2805,1.9226,159.8784,490.9403,0.0018,0.0039
10/28/2020,209,158.14,486.24,,,161.85,502.23,0.0235,0.0329,,161.90,491.63,0.0238,0.0111,,162.65,488.97,0.0285,0.0056,,163.51,488.79,0.0340,0.0052,,,0.2397,-3.9797,162.8931,484.9854,0.0301,0.0026,,0.8988,-3.1985,163.5522,485.7666,0.0055,0.0065,,-1.5508,-1.5508,161.1026,487.4143,0.0095,0.0032,,-2.0518,0.4266,160.6017,489.3917,0.0126,0.0009
10/29/2020,210,160.55,504.21,,,161.11,499.03,0.0035,0.0103,,160.40,489.47,0.0009,0.0292,,159.94,487.33,0.0038,0.0335,,159.21,486.75,0.0083,0.0346,,,-0.3500,-3.5107,159.5948,483.8193,0.0060,0.0404,,-0.5442,-2.5731,159.4006,484.7569,0.0034,0.0053,,1.0049,1.0049,160.9496,488.3349,0.0063,0.0021,,1.7566,1.3934,161.7013,488.7234,0.0110,0.0029
10/30/2020,211,151.81,475.74,,,161.00,500.07,0.0605,0.0511,,160.46,495.37,0.0570,0.0413,,160.31,497.46,0.0560,0.0457,,160.28,500.72,0.0558,0.0525,,,-0.2073,-0.7830,160.1009,496.6750,0.0546,0.0440,,-0.1811,2.5073,160.1271,499.9653,0.0011,0.0050,,0.1839,0.1839,160.4921,497.6419,0.0011,0.0004,,0.0606,-7.8237,160.3688,489.6343,0.0004,0.0157
11/2/2020,212,150.22,484.12,,,159.16,495.20,0.0595,0.0229,,157.00,487.52,0.0451,0.0070,,155.21,484.43,0.0332,0.0006,,153.50,480.74,0.0218,0.0070,,,-1.1859,-3.2326,154.0219,481.1946,0.0253,0.0060,,-2.1488,-3.7079,153.0589,480.7193,0.0138,0.0077,,3.1338,3.1338,158.3416,487.5610,0.0202,0.0065,,4.0925,8.8599,159.3002,493.2871,0.0264,0.0183
11/3/2020,213,152.42,487.22,,,157.37,492.99,0.0325,0.0118,,154.29,486.16,0.0123,0.0022,,152.22,484.24,0.0013,0.0061,,150.88,483.44,0.0101,0.0078,,,-1.5468,-2.6229,150.6707,481.6200,0.0115,0.0115,,-2.4854,-2.2985,149.7321,481.9444,0.0163,0.0047,,3.0477,3.0477,155.2652,487.2906,0.0200,0.0063,,3.2107,1.9194,155.4282,486.1623,0.0211,0.0040
11/4/2020,214,162.06,496.95,,,156.38,491.83,0.0350,0.0103,,153.54,486.58,0.0526,0.0209,,152.34,486.03,0.0600,0.0220,,152.11,486.46,0.0614,0.0211,,,-1.2131,-1.7411,151.1262,484.2881,0.0675,0.0255,,-1.4425,-0.6646,150.8968,485.3646,0.0095,0.0014,,1.1460,1.1460,153.4853,487.1751,0.0075,0.0024,,0.5447,-1.0451,152.8840,484.9840,0.0036,0.0022
11/5/2020,215,166.10,513.76,,,157.52,492.86,0.0517,0.0407,,156.95,490.73,0.0551,0.0448,,158.17,492.58,0.0477,0.0412,,160.07,494.85,0.0363,0.0368,,,0.1958,-0.0824,158.3663,492.4993,0.0466,0.0414,,1.4670,2.2223,159.6375,494.8039,0.0093,0.0045,,-3.0403,-3.0403,155.1302,489.5413,0.0192,0.0062,,-4.5560,-5.4510,153.6145,487.1306,0.0288,0.0111
11/6/2020,216,165.57,514.73,,,159.23,497.04,0.0383,0.0344,,160.61,499.94,0.0300,0.0287,,162.93,505.29,0.0159,0.0183,,164.89,509.98,0.0041,0.0092,,,1.1082,2.4755,164.0364,507.7642,0.0093,0.0135,,2.7833,6.4162,165.7115,511.7048,0.0171,0.0127,,-4.0707,-4.0707,158.8575,501.2179,0.0250,0.0081,,-4.7174,-11.2558,158.2109,494.0329,0.0290,0.0223
11/9/2020,217,157.19,470.50,,,160.50,500.58,0.0211,0.0639,,162.59,505.86,0.0344,0.0751,,164.51,510.95,0.0466,0.0860,,165.43,513.78,0.0525,0.0920,,,1.2034,3.1134,165.7158,514.0668,0.0543,0.0926,,2.3036,6.1156,166.8160,517.0691,0.0140,0.0120,,-2.5788,-2.5788,161.9336,508.3747,0.0157,0.0050,,-2.2108,-6.7830,162.3016,504.1705,0.0134,0.0133
11/10/2020,218,151.75,480.24,,,159.84,494.56,0.0533,0.0298,,160.43,491.71,0.0572,0.0239,,160.12,486.68,0.0551,0.0134,,158.84,479.16,0.0467,0.0023,,,0.0836,-2.3637,160.2008,484.3177,0.0557,0.0085,,-0.3759,-6.0395,159.7412,480.6419,0.0023,0.0124,,1.6056,1.6056,161.7228,488.2870,0.0100,0.0033,,3.0740,18.0611,163.1912,504.7424,0.0192,0.0371
11/11/2020,219,156.87,490.76,,,158.22,491.70,0.0086,0.0019,,156.96,487.12,0.0006,0.0074,,155.10,482.82,0.0113,0.0162,,153.17,480.02,0.0236,0.0219,,,-0.9370,-2.6639,154.1604,480.1526,0.0173,0.0216,,-2.2334,-5.1696,152.8640,477.6469,0.0144,0.0107,,3.6541,3.6541,158.7515,486.4706,0.0236,0.0076,,4.6306,6.7041,159.7280,489.5206,0.0299,0.0139
11/12/2020,220,155.51,486.77,,,157.95,491.51,0.0157,0.0097,,156.92,488.58,0.0091,0.0037,,156.16,487.58,0.0042,0.0017,,156.13,488.61,0.0040,0.0038,,,-0.5370,-1.1779,155.6237,486.4047,0.0007,0.0008,,-0.9148,-1.1953,155.2459,486.3873,0.0059,0.0025,,0.8237,0.8237,156.9844,488.4063,0.0053,0.0017,,0.0755,-2.4720,156.2362,485.1106,0.0005,0.0051
11/13/2020,221,156.44,482.84,,,157.46,490.56,0.0065,0.0160,,156.36,487.86,0.0005,0.0104,,155.77,487.10,0.0043,0.0088,,155.64,487.14,0.0051,0.0089,,,-0.5072,-1.0399,155.2655,486.0552,0.0075,0.0067,,-0.7041,-0.9122,155.0686,486.1828,0.0045,0.0019,,0.5623,0.5623,156.3350,487.6573,0.0036,0.0012,,0.3255,-0.1043,156.0982,486.9907,0.0021,0.0002
11/16/2020,222,156.55,479.10,,,157.26,489.02,0.0045,0.0207,,156.39,485.85,0.0010,0.0141,,156.17,484.54,0.0024,0.0114,,156.28,483.70,0.0017,0.0096,,,-0.3256,-1.3425,155.8478,483.1995,0.0045,0.0086,,-0.2622,-1.5686,155.9112,482.9735,0.0017,0.0032,,-0.0155,-0.0155,156.1579,484.5265,0.0001,0.0000,,-0.2555,2.0216,155.9179,486.5636,0.0016,0.0042
11/17/2020,223,156.78,480.63,,,157.12,487.03,0.0021,0.0133,,156.46,483.15,0.0021,0.0052,,156.40,481.28,0.0024,0.0013,,156.50,480.02,0.0018,0.0013,,,-0.2149,-1.7270,156.1862,479.5498,0.0038,0.0022,,-0.0662,-2.2472,156.3350,479.0296,0.0004,0.0047,,-0.1429,-0.1429,156.2583,481.1339,0.0009,0.0003,,-0.2333,3.0165,156.1678,484.2933,0.0015,0.0063
11/18/2020,224,155.27,481.79,,,157.05,485.75,0.0114,0.0082,,156.59,482.14,0.0085,0.0007,,156.63,480.89,0.0087,0.0019,,156.73,480.51,0.0094,0.0027,,,-0.1261,-1.4592,156.5041,479.4295,0.0079,0.0049,,0.0519,-1.5036,156.6822,479.3852,0.0003,0.0031,,-0.1946,-0.1946,156.4356,480.6941,0.0012,0.0004,,-0.2300,0.9138,156.4003,481.8025,0.0015,0.0019
11/19/2020,225,155.85,484.67,,,156.70,484.96,0.0054,0.0006,,156.06,482.00,0.0013,0.0055,,155.82,481.43,0.0002,0.0067,,155.56,481.53,0.0018,0.0065,,,-0.2638,-1.0592,155.5521,480.3703,0.0019,0.0089,,-0.2946,-0.6858,155.5213,480.7437,0.0019,0.0014,,0.4108,0.4108,156.2267,481.8403,0.0026,0.0009,,0.6055,-0.2499,156.4214,481.1796,0.0039,0.0005
11/20/2020,226,154.97,488.24,,,156.53,484.90,0.0100,0.0068,,155.98,483.07,0.0065,0.0106,,155.84,483.37,0.0056,0.0100,,155.79,484.04,0.0053,0.0086,,,-0.2068,-0.4585,155.6302,482.9153,0.0043,0.0109,,-0.1683,0.3662,155.6686,483.7400,0.0011,0.0008,,0.1517,0.1517,155.9886,483.5255,0.0010,0.0003,,0.1043,-1.6054,155.9412,481.7684,0.0007,0.0033
11/23/2020,227,154.92,476.62,,,156.22,485.57,0.0084,0.0188,,155.57,485.14,0.0042,0.0179,,155.32,486.29,0.0026,0.0203,,155.13,487.40,0.0014,0.0226,,,-0.2695,0.2171,155.0473,486.5106,0.0008,0.0208,,-0.3091,1.3876,155.0077,487.6811,0.0020,0.0029,,0.3728,0.3728,155.6896,486.6663,0.0024,0.0008,,0.4370,-2.6569,155.7538,483.6367,0.0028,0.0055
11/24/2020,228,155.90,482.88,,,155.96,483.78,0.0003,0.0019,,155.31,481.73,0.0038,0.0024,,155.08,480.49,0.0053,0.0050,,154.96,478.78,0.0060,0.0085,,,-0.2633,-0.9871,154.8152,479.5023,0.0070,0.0070,,-0.2808,-1.4891,154.7976,479.0003,0.0018,0.0031,,0.2921,0.2921,155.3705,480.7815,0.0019,0.0006,,0.2781,4.1119,155.3565,484.6013,0.0018,0.0086
11/25/2020,229,159.25,485.00,,,155.95,483.60,0.0208,0.0029,,155.55,482.19,0.0233,0.0058,,155.57,481.92,0.0231,0.0063,,155.71,482.06,0.0222,0.0061,,,-0.1117,-0.5028,155.4615,481.4209,0.0238,0.0074,,0.0294,-0.3197,155.6026,481.6041,0.0002,0.0007,,-0.1800,-0.1800,155.3932,481.7438,0.0012,0.0004,,-0.3402,-0.3251,155.2330,481.5987,0.0022,0.0007
11/27/2020,230,159.77,491.36,,,156.61,483.88,0.0198,0.0152,,157.03,483.31,0.0171,0.0164,,157.78,483.77,0.0124,0.0154,,158.55,484.41,0.0076,0.0141,,,0.3523,-0.0331,158.1337,483.7364,0.0102,0.0155,,0.9009,0.5465,158.6823,484.3160,0.0057,0.0011,,-1.3969,-1.3969,156.3844,482.3726,0.0089,0.0029,,-1.8346,-1.5416,155.9468,482.2279,0.0116,0.0032
